Lat,Long,DateTime UTC [YYMMDDHHmmss]
77.6652587,-66.4271931,2023-03-29T16:00:32
77.6652859,-66.4271662,2023-03-29T16:15:30
77.6652665,-66.4270243,2023-03-29T16:30:30
77.6652887,-66.4270975,2023-03-29T16:45:30
77.6652893,-66.427158,2023-03-29T17:00:29
77.665267,-66.4271871,2023-03-29T17:15:31
77.6652647,-66.4272003,2023-03-29T17:30:30
77.665267,-66.4272387,2023-03-29T17:45:30
77.6652886,-66.427246,2023-03-29T18:00:29
77.6652945,-66.4271633,2023-03-29T18:15:30
77.6652921,-66.4270996,2023-03-29T18:30:30
77.665275,-66.4269821,2023-03-29T18:45:32
77.665274,-66.4268991,2023-03-29T19:00:29
77.6652554,-66.4271518,2023-03-29T19:15:32
77.6652924,-66.4269924,2023-03-29T19:30:30
77.6652934,-66.4270797,2023-03-29T19:45:31
77.6652947,-66.4270369,2023-03-29T20:00:29
77.6653124,-66.42706,2023-03-29T20:15:31
77.6653019,-66.4271851,2023-03-29T20:30:31
77.6653053,-66.4271928,2023-03-29T20:45:30
77.6652933,-66.4272357,2023-03-29T21:00:30
77.6652994,-66.4273169,2023-03-29T21:15:30
77.6652945,-66.4273866,2023-03-29T21:30:30
77.6652918,-66.4274318,2023-03-29T21:45:32
77.6652691,-66.4273476,2023-03-29T22:00:30
77.6652585,-66.4272984,2023-03-29T22:15:31
77.6652775,-66.427208,2023-03-29T22:30:33
77.665274,-66.4271995,2023-03-29T22:45:32
77.6652868,-66.4271635,2023-03-29T23:00:30
77.6652816,-66.4271723,2023-03-29T23:15:32
77.6653025,-66.4271601,2023-03-29T23:30:31
77.6652888,-66.4272119,2023-03-29T23:45:32
77.6652919,-66.4270666,2023-03-30T00:00:29
77.6653183,-66.4269576,2023-03-30T00:15:31
77.665298,-66.4270295,2023-03-30T00:30:30
77.6653032,-66.4271168,2023-03-30T00:45:32
77.6652896,-66.4270989,2023-03-30T01:00:29
77.6652858,-66.4271205,2023-03-30T01:15:30
77.6652804,-66.4270868,2023-03-30T01:30:30
77.6652847,-66.4270809,2023-03-30T01:45:30
77.6652768,-66.4270839,2023-03-30T02:00:29
77.6652811,-66.4271263,2023-03-30T02:15:30
77.665303,-66.4269754,2023-03-30T02:30:30
77.6653056,-66.4269604,2023-03-30T02:45:31
77.6653128,-66.4270153,2023-03-30T03:00:29
77.6653001,-66.4271223,2023-03-30T03:15:29
77.6652736,-66.4270758,2023-03-30T03:30:32
77.6652654,-66.4271313,2023-03-30T03:45:32
77.665275,-66.4271397,2023-03-30T04:00:32
77.6652745,-66.4271181,2023-03-30T04:15:30
77.6652489,-66.4271584,2023-03-30T04:30:31
77.6652624,-66.427109,2023-03-30T04:45:30
77.6652751,-66.4271101,2023-03-30T05:00:30
77.6652842,-66.4271174,2023-03-30T05:15:29
77.6652828,-66.4270871,2023-03-30T05:30:31
77.6653336,-66.4270423,2023-03-30T05:45:30
77.6653073,-66.4270637,2023-03-30T06:00:30
77.6653017,-66.4270977,2023-03-30T06:15:30
77.6652728,-66.4271373,2023-03-30T06:30:30
77.6652787,-66.4271377,2023-03-30T06:45:30
77.665278,-66.4271496,2023-03-30T07:00:31
77.6652853,-66.4271918,2023-03-30T07:15:31
77.6652797,-66.4272591,2023-03-30T07:30:32
77.6652819,-66.4272542,2023-03-30T07:45:33
77.665264,-66.427239,2023-03-30T08:00:31
77.6652566,-66.4272908,2023-03-30T08:15:29
77.6652415,-66.4272647,2023-03-30T08:30:33
77.665241,-66.4271324,2023-03-30T08:45:30
77.6652513,-66.4271458,2023-03-30T09:00:30
77.6652102,-66.4273382,2023-03-30T09:15:30
77.6652156,-66.4272746,2023-03-30T09:30:30
77.6652272,-66.4273448,2023-03-30T09:45:30
77.6652227,-66.4273416,2023-03-30T10:00:30
77.6652255,-66.4272285,2023-03-30T10:15:30
77.6652576,-66.4271441,2023-03-30T10:30:30
77.6652586,-66.4272679,2023-03-30T10:45:30
77.6652533,-66.4273098,2023-03-30T11:00:32
77.6652515,-66.4273492,2023-03-30T11:15:30
77.6652129,-66.4275706,2023-03-30T11:30:32
77.6652101,-66.4275648,2023-03-30T11:45:32
77.665194,-66.4275352,2023-03-30T12:00:32
77.6651886,-66.4275318,2023-03-30T12:15:31
77.6651865,-66.4275,2023-03-30T12:30:31
77.6651771,-66.4275124,2023-03-30T12:45:31
77.6651767,-66.4274713,2023-03-30T13:00:31
77.6651879,-66.4274414,2023-03-30T13:15:29
77.6651988,-66.4274011,2023-03-30T13:30:30
77.6652018,-66.4272668,2023-03-30T13:45:30
77.6652481,-66.4273704,2023-03-30T14:00:30
77.6652299,-66.427259,2023-03-30T14:15:31
77.6652499,-66.4273364,2023-03-30T14:30:31
77.6652252,-66.4271874,2023-03-30T14:45:30
77.6652265,-66.4273384,2023-03-30T15:00:30
77.665228,-66.4273724,2023-03-30T15:15:31
77.6652389,-66.4273036,2023-03-30T15:30:32
77.665241,-66.4271686,2023-03-30T15:45:30
77.6651942,-66.427357,2023-03-30T16:00:30
77.6652305,-66.4273909,2023-03-30T16:15:30
77.6652412,-66.427227,2023-03-30T16:30:32
77.665188,-66.427407,2023-03-30T16:45:30
77.6652151,-66.4273461,2023-03-30T17:00:31
77.6652134,-66.4272844,2023-03-30T17:15:29
77.6652182,-66.4272516,2023-03-30T17:30:31
77.6652163,-66.427169,2023-03-30T17:45:30
77.6652447,-66.4272762,2023-03-30T18:00:30
77.6652649,-66.4272768,2023-03-30T18:15:31
77.6652526,-66.4272257,2023-03-30T18:30:30
77.6652338,-66.4273505,2023-03-30T18:45:30
77.6652404,-66.4272745,2023-03-30T19:00:30
77.6652623,-66.4273173,2023-03-30T19:15:29
77.6652402,-66.4273363,2023-03-30T19:30:31
77.6652264,-66.4275604,2023-03-30T19:45:33
77.6652321,-66.4274508,2023-03-30T20:00:32
77.6652052,-66.4276119,2023-03-30T20:15:29
77.6651993,-66.4275422,2023-03-30T20:30:31
77.6652119,-66.4273646,2023-03-30T20:45:31
77.6652311,-66.4272876,2023-03-30T21:00:31
77.6652402,-66.4272984,2023-03-30T21:15:30
77.6652307,-66.4273575,2023-03-30T21:30:31
77.6652911,-66.427101,2023-03-30T21:45:30
77.6652771,-66.4271658,2023-03-30T22:00:31
77.6652584,-66.4272164,2023-03-30T22:15:29
77.6652761,-66.4273354,2023-03-30T22:30:30
77.6652489,-66.4273677,2023-03-30T22:45:31
77.6652481,-66.4272649,2023-03-30T23:00:30
77.6652584,-66.4272465,2023-03-30T23:15:30
77.6652521,-66.4271827,2023-03-30T23:30:30
77.6652608,-66.4272356,2023-03-30T23:45:30
77.6652593,-66.4273054,2023-03-31T00:00:30
77.6652755,-66.4272888,2023-03-31T00:15:29
77.665249,-66.4273571,2023-03-31T00:30:30
77.6652371,-66.4273392,2023-03-31T00:45:30
77.6652535,-66.427215,2023-03-31T01:00:31
77.6652726,-66.4271304,2023-03-31T01:15:30
77.6652711,-66.4272772,2023-03-31T01:30:31
77.665272,-66.4272441,2023-03-31T01:45:31
77.6652541,-66.4273344,2023-03-31T02:00:31
77.6652513,-66.4273787,2023-03-31T02:15:29
77.6652384,-66.4273726,2023-03-31T02:30:31
77.6652614,-66.4273808,2023-03-31T02:45:30
77.6652462,-66.4274769,2023-03-31T03:00:30
77.6652673,-66.427311,2023-03-31T03:15:29
77.6652627,-66.4274213,2023-03-31T03:30:30
77.6652769,-66.4273092,2023-03-31T03:45:30
77.6652966,-66.427308,2023-03-31T04:00:30
77.665279,-66.427198,2023-03-31T04:15:29
77.6652845,-66.4272328,2023-03-31T04:30:31
77.6652647,-66.4272827,2023-03-31T04:45:30
77.665268,-66.4273206,2023-03-31T05:00:32
77.6652677,-66.4273358,2023-03-31T05:15:30
77.6652586,-66.427412,2023-03-31T05:30:31
77.6652577,-66.4274528,2023-03-31T05:45:32
77.6652556,-66.4274594,2023-03-31T06:00:31
77.665249,-66.4274732,2023-03-31T06:15:30
77.6652394,-66.4274545,2023-03-31T06:30:31
77.6652352,-66.4274839,2023-03-31T06:45:30
77.6652319,-66.4274129,2023-03-31T07:00:30
77.6652174,-66.4275558,2023-03-31T07:15:30
77.665215,-66.4275239,2023-03-31T07:30:30
77.6652191,-66.4274415,2023-03-31T07:45:30
77.6652161,-66.4274447,2023-03-31T08:00:30
77.6652117,-66.427585,2023-03-31T08:15:29
77.665234,-66.4274649,2023-03-31T08:30:31
77.6652446,-66.4274243,2023-03-31T08:45:31
77.6652415,-66.4275399,2023-03-31T09:00:31
77.6652576,-66.4274115,2023-03-31T09:15:31
77.665246,-66.4275462,2023-03-31T09:30:32
77.6652412,-66.4275782,2023-03-31T09:45:32
77.6652035,-66.4276947,2023-03-31T10:00:31
77.6651979,-66.4276434,2023-03-31T10:15:31
77.6651996,-66.4276222,2023-03-31T10:30:30
77.665177,-66.4275657,2023-03-31T10:45:30
77.6651899,-66.4274765,2023-03-31T11:00:32
77.6651923,-66.427488,2023-03-31T11:15:30
77.665211,-66.427439,2023-03-31T11:30:30
77.6652144,-66.4274193,2023-03-31T11:45:30
77.6652239,-66.4274083,2023-03-31T12:00:30
77.6652386,-66.4273975,2023-03-31T12:15:31
77.6652371,-66.4273579,2023-03-31T12:30:31
77.665239,-66.4273588,2023-03-31T12:45:31
77.6652439,-66.4275449,2023-03-31T13:00:30
77.6652538,-66.4274894,2023-03-31T13:15:30
77.6652377,-66.4275206,2023-03-31T13:30:30
77.6652284,-66.427616,2023-03-31T13:45:30
77.6652217,-66.4275473,2023-03-31T14:00:30
77.6652261,-66.4275426,2023-03-31T14:15:30
77.6652338,-66.4275006,2023-03-31T14:30:30
77.66522,-66.4274605,2023-03-31T14:45:30
77.6652342,-66.4275588,2023-03-31T15:00:30
77.6652662,-66.4275207,2023-03-31T15:15:30
77.6652488,-66.4275429,2023-03-31T15:30:31
77.6652647,-66.4274766,2023-03-31T15:45:31
77.6652595,-66.4275387,2023-03-31T16:00:30
77.6652613,-66.4275165,2023-03-31T16:15:29
77.665257,-66.4275895,2023-03-31T16:30:32
77.6652642,-66.427588,2023-03-31T16:45:30
77.6652742,-66.4274836,2023-03-31T17:00:30
77.6652691,-66.4273919,2023-03-31T17:15:30
77.6652544,-66.4276553,2023-03-31T17:30:33
77.6652437,-66.4276602,2023-03-31T17:45:31
77.6652302,-66.4277009,2023-03-31T18:00:30
77.6652316,-66.4278391,2023-03-31T18:15:29
77.6652272,-66.4277521,2023-03-31T18:30:30
77.6652131,-66.4277917,2023-03-31T18:45:30
77.665213,-66.4276957,2023-03-31T19:00:31
77.6652103,-66.427613,2023-03-31T19:15:30
77.6652289,-66.4275433,2023-03-31T19:30:31
77.6652492,-66.4274405,2023-03-31T19:45:30
77.6652736,-66.4273828,2023-03-31T20:00:31
77.6652756,-66.4274069,2023-03-31T20:15:32
77.6652854,-66.4274749,2023-03-31T20:30:31
77.6652817,-66.4275744,2023-03-31T20:45:31
77.6652859,-66.427586,2023-03-31T21:00:31
77.6652823,-66.4276382,2023-03-31T21:15:30
77.6652699,-66.4276396,2023-03-31T21:30:31
77.6652737,-66.4276013,2023-03-31T21:45:31
77.6652743,-66.4276852,2023-03-31T22:00:31
77.6652811,-66.4276657,2023-03-31T22:15:30
77.6652666,-66.42773,2023-03-31T22:30:31
77.6652367,-66.4277525,2023-03-31T22:45:32
77.6652613,-66.42757,2023-03-31T23:00:31
77.665262,-66.4275492,2023-03-31T23:15:29
77.6652507,-66.4276098,2023-03-31T23:30:31
77.6652541,-66.4275252,2023-03-31T23:45:31
77.6652471,-66.4275618,2023-04-01T00:00:32
77.6652619,-66.4275013,2023-04-01T00:15:29
77.66525,-66.427583,2023-04-01T00:30:31
77.6652357,-66.4276612,2023-04-01T00:45:30
77.6652592,-66.427692,2023-04-01T01:00:31
77.6652683,-66.4276428,2023-04-01T01:15:30
77.6652702,-66.4276013,2023-04-01T01:30:33
77.6652686,-66.4276592,2023-04-01T01:45:31
77.6652578,-66.427694,2023-04-01T02:00:31
77.6652796,-66.4275242,2023-04-01T02:15:30
77.6652792,-66.4274803,2023-04-01T02:30:30
77.6652891,-66.4275186,2023-04-01T02:45:31
77.6652789,-66.4275227,2023-04-01T03:00:32
77.6652872,-66.4275378,2023-04-01T03:15:31
77.6652773,-66.4275601,2023-04-01T03:30:32
77.6652624,-66.4275762,2023-04-01T03:45:31
77.6652452,-66.4275648,2023-04-01T04:00:32
77.6652451,-66.4276318,2023-04-01T04:15:29
77.6652492,-66.427583,2023-04-01T04:30:31
77.6652346,-66.4275972,2023-04-01T04:45:30
77.6652314,-66.4276183,2023-04-01T05:00:31
77.665236,-66.4276303,2023-04-01T05:15:29
77.6652285,-66.4276139,2023-04-01T05:30:30
77.6652383,-66.427631,2023-04-01T05:45:30
77.6652375,-66.4277307,2023-04-01T06:00:30
77.6652438,-66.4277524,2023-04-01T06:15:29
77.6652447,-66.4276717,2023-04-01T06:30:30
77.6652631,-66.4275887,2023-04-01T06:45:30
77.6652688,-66.4275956,2023-04-01T07:00:31
77.6652679,-66.427605,2023-04-01T07:15:30
77.6652567,-66.4276264,2023-04-01T07:30:31
77.6652493,-66.427627,2023-04-01T07:45:32
77.6652493,-66.4276915,2023-04-01T08:00:31
77.6652332,-66.4277982,2023-04-01T08:15:30
77.6652282,-66.4277485,2023-04-01T08:30:30
77.6652247,-66.4277461,2023-04-01T08:45:31
77.665231,-66.4277118,2023-04-01T09:00:31
77.6652239,-66.4276998,2023-04-01T09:15:31
77.6652154,-66.4276427,2023-04-01T09:30:31
77.6651969,-66.4276085,2023-04-01T09:45:31
77.6652163,-66.4276543,2023-04-01T10:00:31
77.6652138,-66.4276094,2023-04-01T10:15:29
77.665256,-66.4275345,2023-04-01T10:30:31
77.6652578,-66.4274704,2023-04-01T10:45:31
