2024-05-14 08:39:43,12.531523,55.683467
2024-05-14 08:39:44,12.531523,55.683467
2024-05-14 08:39:45,12.531523,55.683466
2024-05-14 08:39:46,12.531524,55.683466
2024-05-14 08:39:47,12.531524,55.683466
2024-05-14 08:39:48,12.531524,55.683465
2024-05-14 08:39:49,12.531524,55.683465
2024-05-14 08:39:50,12.531524,55.683466
2024-05-14 08:39:51,12.531524,55.683465
2024-05-14 08:39:52,12.531527,55.683466
2024-05-14 08:39:53,12.531528,55.683467
2024-05-14 08:39:55,12.531531,55.683469
2024-05-14 08:39:56,12.531534,55.683470
2024-05-14 08:39:57,12.531537,55.683471
2024-05-14 08:39:58,12.531540,55.683472
2024-05-14 08:39:59,12.531543,55.683473
2024-05-14 08:40:00,12.531546,55.683474
2024-05-14 08:40:01,12.531546,55.683477
2024-05-14 08:40:02,12.531545,55.683479
2024-05-14 08:40:03,12.531542,55.683481
2024-05-14 08:40:04,12.531540,55.683483
2024-05-14 08:40:05,12.531542,55.683485
2024-05-14 08:40:06,12.531539,55.683489
2024-05-14 08:40:07,12.531538,55.683491
2024-05-14 08:40:08,12.531541,55.683492
2024-05-14 08:40:09,12.531543,55.683494
2024-05-14 08:40:10,12.531548,55.683494
2024-05-14 08:40:11,12.531550,55.683495
2024-05-14 08:40:12,12.531554,55.683496
2024-05-14 08:40:14,12.531560,55.683500
2024-05-14 08:40:16,12.531568,55.683502
2024-05-14 08:40:17,12.531572,55.683502
2024-05-14 08:40:18,12.531574,55.683505
2024-05-14 08:40:19,12.531579,55.683506
2024-05-14 08:40:20,12.531582,55.683508
2024-05-14 08:40:21,12.531587,55.683507
2024-05-14 08:40:22,12.531592,55.683507
2024-05-14 08:40:24,12.531601,55.683508
2024-05-14 08:40:25,12.531607,55.683507
2024-05-14 08:40:26,12.531611,55.683508
2024-05-14 08:40:27,12.531617,55.683508
2024-05-14 08:40:28,12.531623,55.683510
2024-05-14 08:40:29,12.531629,55.683508
2024-05-14 08:40:30,12.531634,55.683507
2024-05-14 08:40:31,12.531640,55.683507
2024-05-14 08:40:32,12.531645,55.683506
2024-05-14 08:40:33,12.531651,55.683501
